Gene_ID	Level	LogFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	Gene_ID.y	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4	protein_ID	transcript_ID
gene_6642	7.08736175056792	-0.644247878319109	312	Mannose-P-dolichol utilization defect 1 protein	Trichoderma reesei	Sporothrix schenckii	K09660	MPDU1; mannose-P-dolichol utilization defect 1	monosaccharide-p-dolichol utilization protein	0	-		N	gene_6672	30	0	6	4	0	17	0	29	1985232	1985486
gene_6643	11.7471386019632	0.232290681094497	569	Choline sulfatase	Grosmannia clavigera	Ophiostoma piceae	K12376	ARSK; arylsulfatase K [EC:3.1.6.-]	choline sulfatase	4	P:regulation of transcription from RNA polymerase II promoter; F:sulfuric ester hydrolase activity; F:RNA polymerase II transcription cofactor activity; C:mediator complex	EC:3.1.6.0	N	gene_6673	8	10	12	8	6	16	0	38	1985233	1985487
gene_6644	0	0	201	Putative uncharacterized protein	Trichoderma virens	Trichoderma virens			hypothetical protein TRIVIDRAFT_34224	3	F:zinc ion binding; C:intracellular; F:chaperone binding		N	gene_6674	0	0	0	0	0	0	0	0	1985234	1985488
gene_6645	7.8154750652852	0.771577718009665	302	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8)	Togninia minima	Ophiostoma piceae			rna polymerase ii mediator complex component	4	P:regulation of transcription from RNA polymerase II promoter; F:sulfuric ester hydrolase activity; F:RNA polymerase II transcription cofactor activity; C:mediator complex	EC:3.1.6.0	N	gene_6675	18	4	12	26	12	7	0	6	1985235	1985489
gene_6646	14.9112557440346	-0.358340275168645	671	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5528	2	P:transport; C:intracellular		N	gene_6676	23	2	28	42	26	8	4	46	1985236	1985490
gene_6647	26.3303483208202	0.639455076580152	341	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily	0	-		N	gene_6677	52	12	52	72	34	14	4	44	1985237	1985491
gene_6648	3.528185109168	-2.04938119875092	326	Aldehyde reductase 1	Grosmannia clavigera	Ophiostoma piceae	K00002	E1.1.1.2, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	aldehyde reductase i	1	F:oxidoreductase activity	-	N	gene_6678	2	0	2	2	8	8	0	18	1985238	1985492
gene_6649	4.33923038720802	-0.464543025630485	392	D-galactonate dehydratase (GalD)	Grosmannia clavigera	Ophiostoma piceae	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]	mandelate racemase muconate lactonizing protein	2	F:catalytic activity; P:cellular amino acid catabolic process	-	N	gene_6679	20	0	4	2	4	4	2	10	1985239	1985493
gene_665	1.58557472248479	-0.96842491149377	581	Major facilitator superfamily transporter	Botrytis cinerea	Ophiostoma piceae			efflux pump antibiotic resistance	2	P:transmembrane transport; C:integral to membrane	-	N	gene_666	2	0	0	6	0	4	0	10	1979226	1979480
gene_6650	15.9321421152272	-0.850022709573047	573	Tubulin-tyrosine ligase	Grosmannia clavigera	Ophiostoma piceae			tubulin-tyrosine ligase	1	F:ligase activity		N	gene_6680	48	0	18	21	11	13	12	23	1985240	1985494
gene_6651	4.26890287202137	1.72623787965029	1 089	Septation protein imp2	Magnaporthe oryzae	Sporothrix schenckii			cell division control protein	1	P:cell division		N	gene_6681	4	4	6	24	0	3	0	4	1985241	1985495
gene_6652	56.9976333417278	0.191956411929816	2 222	CCR4-NOT transcription complex subunit	Grosmannia clavigera	Ophiostoma piceae	K12604	CNOT1, NOT1; CCR4-NOT transcription complex subunit 1	ccr4-not transcription complex subunit	0	-		N	gene_6682	128	14	98	183	43	61	1	212	1985242	1985496
gene_6653	22.6689268289719	-0.89707505539041	492	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_543	2	F:molecular_function; C:cellular_component		N	gene_6683	32	0	38	61	19	21	10	85	1985243	1985497
gene_6654	4.43399807720051	-0.355801749919273	509	Ubiquinone menaquinone biosynthesis-related protein	Grosmannia clavigera	Ophiostoma piceae			ubiquinone menaquinone biosynthesis-related protein	5	F:methyltransferase activity; F:transferase activity; P:biological_process; P:methylation; C:cellular_component		N	gene_6684	12	0	12	2	4	0	2	22	1985244	1985498
gene_6655	11.8484634028763	0.794658128072848	574	Protein IMPACT-A (Imprinted and ancient gene protein homolog A)	Grosmannia clavigera	Ophiostoma piceae			impact protein	1	P:mycelium development	-	N	gene_6685	92	0	4	30	12	8	0	30	1985245	1985499
gene_6656	2.98490609459125	-1.03679809439498	733	Putative uncharacterized protein	Byssochlamys spectabilis	Ophiostoma piceae			trascription factor	9	P:transcription, DNA-dependent; F:zinc ion binding; C:nucleus; F:DNA binding; P:transcription from RNA polymerase II promoter; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding		N	gene_6686	0	0	0	20	4	6	0	14	1985246	1985500
gene_6657	23.0297162405133	-0.0934104775456466	713	Electron transfer flavoprotein-ubiquinone oxidoreductase	Grosmannia clavigera	Ophiostoma piceae	K00311	E1.5.5.1, etf; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	electron transfer flavoprotein-ubiquinone oxidoreductase	3	P:oxidation-reduction process; F:iron-sulfur cluster binding; F:electron-transferring-flavoprotein dehydrogenase activity	EC:1.5.5.1	N	gene_6687	41	4	57	45	34	2	4	115	1985247	1985501
gene_6658	8.70676226711056	-0.106620710444718	271	TATA-box-binding protein (Transcription initiation factor TFIID TBP subunit)	Chaetomium thermophilum	Ophiostoma piceae	K03120	TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein	tata-box binding protein	2	P:DNA-dependent transcription, initiation; F:DNA binding	-	N	gene_6688	24	0	13	37	15	10	0	24	1985248	1985502
gene_6659	54.461305438093	0.0856865001894747	488	Fructosyl amino acid oxidasesarcosine	Grosmannia clavigera	Ophiostoma piceae			fructosyl amino acid oxidasesarcosine	3	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding		N	gene_6689	78	26	58	155	42	38	20	111	1985249	1985503
gene_666	15.1895629927982	-0.57994393598031	853	Sterol esterase	Colletotrichum orbiculare	Ophiostoma piceae			sterol esterase	1	P:lipid metabolic process		N	gene_667	16	0	28	64	13	26	4	28	1979227	1979481
gene_6660	18.3591679557456	-0.995149267499683	893	U2 snRNP-associated SURP motif-containing protein	Grosmannia clavigera	Ophiostoma piceae	K12842	SR140; U2-associated protein SR140	coatamer subunit protein	3	F:RNA binding; P:RNA processing; C:cellular_component		N	gene_6690	34	2	20	28	8	10	14	58	1985250	1985504
gene_6661	10.1993622203572	0.37333795976224	616	Copper fist DNA binding domain-containing protein	Colletotrichum orbiculare	Ophiostoma piceae			copper fist dna binding domain-containing protein	5	P:regulation of transcription, DNA-dependent; F:copper ion binding; C:nucleus; F:sequence-specific DNA binding transcription factor activity; F:DNA binding		N	gene_6691	34	2	12	41	16	6	0	32	1985251	1985505
gene_6662	4.10022819313817	-1.37111216522743	354	Putative uncharacterized protein	Cordyceps militaris	Ophiostoma piceae			rna helicase hel117	2	P:mycelium development; C:cellular_component		N	gene_6692	6	0	0	13	4	10	0	20	1985252	1985506
gene_6663	5.9264606191335	2.05777789270027	361	Nicotinamide n-methyltransferase	Grosmannia clavigera	Ophiostoma piceae			phytanoyl- dioxygenase	1	F:catalytic activity	-	N	gene_6693	6	10	0	4	3	0	0	10	1985253	1985507
gene_6664	19.2437981261654	-0.0789604308197431	830	Chromatin assembly factor 1 subunit	Grosmannia clavigera	Ophiostoma piceae	K10751	CHAF1B; chromatin assembly factor 1 subunit B	chromatin assembly factor 1 subunit	0	-		N	gene_6694	32	4	28	76	26	18	0	78	1985254	1985508
gene_6665	44.4645745716659	-0.557177788551027	1 612	ABC bile acid transporter	Togninia minima	Ophiostoma piceae			abc bile acid transporter	6	P:carbohydrate derivative catabolic process; P:transport; F:ATPase activity; F:nucleotide binding; P:nucleobase-containing compound catabolic process; P:nucleobase-containing small molecule metabolic process	EC:3.6.1.3	N	gene_6695	128	8	18	106	114	15	12	120	1985255	1985509
gene_6666	40.9597743518691	-0.105954007749297	1 445	Heat shock protein dnaJ	Grosmannia clavigera	Ophiostoma piceae			heat shock protein dnaj	2	P:response to stress; F:heat shock protein binding		N	gene_6696	96	6	69	120	71	36	8	73	1985256	1985510
gene_6667	40.9064390382818	-0.00508889298702048	355	NADH-cytochrome b5 reductase	Grosmannia clavigera	Ophiostoma piceae	K00326	E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	nadh-cytochrome b5 reductase 2	3	F:oxidoreductase activity; C:membrane; P:oxidation-reduction process	-	N	gene_6697	56	16	58	114	51	34	10	86	1985257	1985511
gene_6668	13.0479409955718	0.564798213044151	580	NAP1-binding protein 2	Grosmannia clavigera	Ophiostoma piceae			sh3 domain-containing protein	0	-		N	gene_6698	26	6	17	50	16	10	0	34	1985258	1985512
gene_6669	6.39474542726586	-0.0470674832729926	259	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Grosmannia clavigera	Ophiostoma piceae	K15544	SSU72; RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]	protein ssu72	3	F:phosphoprotein phosphatase activity; P:mRNA processing; C:nucleus	EC:3.1.3.16	N	gene_6699	28	0	9	13	13	0	0	36	1985259	1985513
gene_667	37.540523042914	0.279726082740269	1 538	Peroxisomal biogenesis factor 6 (ClaPEX6) (Peroxin-6)	Chaetomium globosum	Ophiostoma piceae	K13339	PEX6, PXAAA1; peroxin-6	peroxisomal biogenesis factor 6	4	P:cellular protein complex assembly; P:entry into host; P:pathogenesis; F:nucleotide binding	-	N	gene_668	64	14	66	112	34	28	10	71	1979228	1979482
gene_6670	22.0521647069524	0.367607473181783	952	Cell polarity protein	Grosmannia clavigera	Ophiostoma piceae			cell polarity protein	0	-		N	gene_6700	97	6	9	64	23	12	6	42	1985260	1985514
gene_6671	12.8039914229665	-0.0725540790264178	292	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_5800	0	-		N	gene_6701	4	0	0	148	12	6	2	63	1985261	1985515
gene_6672	63.2005854139362	0.266618809103304	853	Peptidase s8/s53	Grosmannia clavigera	Ophiostoma piceae	K01301	E3.4.17.21; glutamate carboxypeptidase II [EC:3.4.17.21]	peptidase s8 s53	2	P:proteolysis; F:peptidase activity		N	gene_6702	125	29	74	172	91	26	18	114	1985262	1985516
gene_6673	10.9559627166091	1.0381429517083	718	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	4	C:integral to membrane; P:transmembrane transport; C:plasma membrane; F:transporter activity		N	gene_6703	35	2	37	30	10	4	0	32	1985263	1985517
gene_6674	0.402905985750049	0.852647681353313	147	Putative uncharacterized protein	 				---NA---	0	-		N	gene_6704	0	0	0	10	0	0	0	0	1985264	1985518
gene_6675	2.10499581312085	-0.580588994586107	557	DNA damage response protein kinase DUN1	Magnaporthe oryzae	Magnaporthe oryzae			camk protein kinase	11	F:ATP binding; F:protein kinase activity; F:nucleotide binding; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups; F:protein serine/threonine kinase activity; F:kinase activity; P:phosphorylation; F:sequence-specific DNA binding transcription factor activity; F:DNA binding; P:regulation of transcription, DNA-dependent		N	gene_6705	10	0	0	2	8	0	0	10	1985265	1985519
gene_6676	7.88887867671697	-0.4294706750195	475	Putative uncharacterized protein	Metarhizium acridum	Metarhizium acridum			protein kinase	8	F:kinase activity; F:ATP binding; F:protein kinase activity; P:phosphorylation; F:nucleotide binding; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups; F:protein serine/threonine kinase activity		N	gene_6706	20	0	8	32	22	8	0	18	1985266	1985520
gene_6677	2.94824268010983	0.756631876536781	296	Tagatose 1,6-diphosphate aldolase	Cladophialophora psammophila	Ophiostoma piceae			fructose-bisphosphate	3	F:zinc ion binding; F:aldehyde-lyase activity; P:carbohydrate metabolic process	EC:4.1.2.0	N	gene_6707	0	0	14	20	4	2	0	4	1985267	1985521
gene_6678	5.01232142856694	-0.144584097065265	466	MFS monosaccharide transporter Hxt8, putative	Pestalotiopsis fici	Ophiostoma piceae			mfs monosaccharide transporter	3	P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity	-	N	gene_6708	9	0	20	2	18	4	0	2	1985268	1985522
gene_6679	25.3751029897648	-0.620997639217806	890	Fungal specific transcription factor	Colletotrichum graminicola	Ophiostoma piceae			fungal specific transcription factor	9	P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent		N	gene_6709	39	6	23	66	35	24	10	55	1985269	1985523
gene_668	47.9135681728828	0.091126184593636	586	Dynein heavy chain-like protein PF11_0240	Metarhizium anisopliae	Ophiostoma piceae			hypothetical protein MAA_03397	3	P:cell redox homeostasis; F:electron carrier activity; F:protein disulfide oxidoreductase activity	-	N	gene_669	76	20	60	139	55	36	14	86	1979229	1979483
gene_6680	5.71885234798197	-0.920570247862674	1 294	5-oxoprolinase ATP-hydrolysing	Togninia minima	Ophiostoma piceae			5-oxoprolinase (atp-hydrolysing)	2	F:hydrolase activity; P:metabolic process	-	N	gene_6710	9	0	5	20	19	0	2	18	1985270	1985524
gene_6681	0.98526546774515	0.445387365752005	318	Putative uncharacterized protein	Nectria haematococca	Ophiostoma piceae			alpha-galactosidase a precursor	1	F:catalytic activity	-	N	gene_6711	0	0	0	16	0	2	0	0	1985271	1985525
gene_6682	6.2902548659065	1.66660251337916	552	Cationic amino acid transporter 1	Byssochlamys spectabilis	Ophiostoma piceae			amino acid	3	C:membrane; P:amino acid transport; P:transmembrane transport	-	N	gene_6712	76	0	0	0	12	0	0	0	1985272	1985526
gene_6683	2.12181481369672	-0.14319192505972	342	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_8295	0	-		N	gene_6713	0	0	5	14	4	3	0	4	1985273	1985527
gene_6684	16.9129762468382	0.425621571797144	560	Uncharacterized transporter C1529.01	Fusarium fujikuroi	Fusarium fujikuroi			major facilitator superfamily protein	2	P:transmembrane transport; C:integral to membrane	-	N	gene_6714	7	14	8	57	13	19	2	30	1985274	1985528
gene_6685	1.90346079561844	1.63346135910396	531	Beta-glucosidase	Colletotrichum fioriniae	Colletotrichum fioriniae			beta-glucosidase	1	P:primary metabolic process	-	N	gene_6715	2	2	4	8	2	0	0	0	1985275	1985529
gene_6686	64.8885232148903	-0.138898752668378	951	Uncharacterized transcriptional regulatory protein C11D3.11c	Colletotrichum gloeosporioides	Ophiostoma piceae			c6 transcription	9	P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent		N	gene_6716	62	20	148	131	104	63	6	181	1985276	1985530
gene_6687	72.4059134974586	-0.0541677061851241	174	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			non-classical export protein	0	-		N	gene_6717	102	18	137	226	125	55	10	183	1985277	1985531
gene_6688	12.9583749928171	0.278190090414592	535	Vacuolar protein sorting-associated protein atg6 (Autophagy-related protein 6)	Colletotrichum sublineola	Ophiostoma piceae	K08334	BECN1, VPS30, ATG6; beclin 1	autophagy protein apg6	2	F:metal ion binding; P:autophagy	-	N	gene_6718	24	2	30	53	31	4	0	36	1985278	1985532
gene_6689	8.73467168820991	0.260946413118564	978	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			centromere protein scm3	2	C:nucleus; F:DNA binding		N	gene_6719	18	0	20	48	18	4	0	26	1985279	1985533
gene_669	13.3481501206759	1.140637460169	299	Putative uncharacterized protein	Zymoseptoria tritici	Ophiostoma piceae			flavoprotein oxygenase	3	P:oxidation-reduction process; F:FMN binding; F:riboflavin reductase (NADPH) activity	EC:1.5.1.30	N	gene_670	17	14	4	39	20	4	0	23	1979230	1979484
gene_6690	24.8669139718794	-0.152307260680002	341	Casein kinase II subunit alpha (CK II subunit alpha)	Grosmannia clavigera	Ophiostoma piceae	K03097	CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]	cmgc ck2 protein kinase	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	gene_6720	48	2	26	136	46	19	2	78	1985280	1985534
gene_6691	5.79120437187549	0.229847109945628	238	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein CMQ_5630	0	-		N	gene_6721	22	0	4	34	4	8	0	16	1985281	1985535
gene_6691.1	1.45895990527206	-0.238496512922721	205	Conserved hypothetical protein	Grosmannia clavigera	Ophiostoma piceae				0	-		N	gene_6722	4	0	0	9	8	0	0	0	1985282	1985536
gene_6692	8.17076620872151	1.12282450037922	620	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5669	4	P:positive regulation of autophagy; F:molecular_function; P:biological_process; C:cellular_component		N	gene_6723	18	2	30	29	10	2	0	19	1985283	1985537
gene_6693	1.25198657191106	-0.0834104470167752	93	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2111839	2	P:signal transduction; F:phospholipase C activity	-	N	gene_6724	1	0	1	11	0	2	0	6	1985284	1985538
gene_6694	17.4039265969627	0.720701449596339	937	Phospholipase C	Grosmannia clavigera	Ophiostoma piceae			1-phosphatidylinositol- -bisphosphate phosphodiesterase 1	9	P:lipid metabolic process; P:intracellular signal transduction; F:phosphoric diester hydrolase activity; F:phospholipase C activity; P:signal transduction; F:phosphatidylinositol phospholipase C activity; C:intracellular; C:cellular_component; F:signal transducer activity		N	gene_6725	19	4	20	154	21	12	0	42	1985285	1985539
gene_6695	1.42385014407336	-0.105107118061941	114	Conserved hypothetical protein	Grosmannia clavigera	Ophiostoma piceae				0	-		N	gene_6726	0	0	7	2	4	2	0	0	1985286	1985540
gene_6695.1	0.82921890730629	-0.0517544250506829	124	High-affinity methionine permease	Togninia minima	Ophiostoma piceae			amino acid transporter	1	C:membrane		N	gene_6727	6	0	0	0	2	1	0	1	1985287	1985541
gene_6696	0.418316986389495	-0.700528720221335	100	Amino acid transporter	Togninia minima	Ophiostoma piceae			amino acid transporter	4	F:amino acid transmembrane transporter activity; C:integral to membrane; C:membrane; P:amino acid transmembrane transport		N	gene_6728	0	0	0	1	2	1	0	0	1985288	1985542
