Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_6322	0	0	317	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_6323	0	0	131	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_6324	62.1440643824343	-0.0232865055081726	143	Putative uncharacterized protein	 	Sporothrix schenckii			---NA---	0	-		Y	45	253	70	48	38	12	103	74
gene_6325	24.6051578721709	-0.464296002396274	291	Putative uncharacterized protein	Magnaporthe oryzae	Sporothrix schenckii			tat pathway signal sequence	0	-		N	18	72	20	20	14	10	16	32
gene_6326	30.0948538105573	0.339441296242377	793	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			atp dependent rna helicase	4	F:ATP-dependent helicase activity; F:nucleic acid binding; F:ATP binding; F:transferase activity, transferring phosphorus-containing groups	-	N	25	58	36	56	24	6	29	28
gene_6327	7.57745774975438	0.108429630800932	493	20S-pre-rRNA D-site endonuclease nob1	Grosmannia clavigera	Ophiostoma piceae	K11883	NOB1; RNA-binding protein NOB1	20s-pre-rrna d-site endonuclease nob1	4	C:proteasome complex; F:molecular_function; P:biological_process; F:endonuclease activity		N	16	12	22	4	14	0	14	6
gene_6328	10.4520979356429	-0.944288008460953	60	H/ACA ribonucleoprotein complex subunit 3 (snoRNP protein NOP10)	Grosmannia clavigera	Grosmannia clavigera	K11130	NOP10, NOLA3; H/ACA ribonucleoprotein complex subunit 3	h aca ribonucleoprotein complex subunit 3	5	F:RNA binding; C:box H/ACA snoRNP complex; P:cleavage involved in rRNA processing; P:snRNA pseudouridine synthesis; P:rRNA pseudouridine synthesis	-	N	10	6	16	8	11	4	12	14
gene_6329	53.0854030219329	1.18000048518182	349	Allergen Asp f 4 (Asp f 4)	Grosmannia clavigera	Ophiostoma piceae			allergen asp f4-like protein	0	-		Y	168	96	142	56	32	2	49	57
gene_633	11.8164858819262	-0.240913358631846	594	Putative uncharacterized protein	Thielavia terrestris	Sporothrix schenckii	K12486	SMAP; stromal membrane-associated protein	stromal membrane-associated protein	5	F:ARF GTPase activator activity; P:regulation of ARF GTPase activity; F:zinc ion binding; F:molecular_function; C:cellular_component		N	18	8	31	10	20	0	25	16
gene_6330	3.2080699504809	-0.296048804858564	345	Putative uncharacterized protein	Fusarium pseudograminearum	Ophiostoma piceae			p63 related protein	1	P:positive regulation of autophagy		N	2	0	10	4	12	0	4	0
gene_6331	0.430259884775033	-0.895705720364415	466	Putative uncharacterized protein	Myceliophthora thermophila	Myceliophthora thermophila			---NA---	0	-		N	0	0	0	0	0	0	0	4
gene_6332	0.426035626487735	-0.889139603099737	660	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6598	2	P:metabolic process; F:catalytic activity		N	0	0	0	0	2	0	2	0
gene_6333	22.5694071558954	-1.33076383247671	531	Ceramide glucosyltransferase	Grosmannia clavigera	Ophiostoma piceae	K00720	UGCG; ceramide glucosyltransferase [EC:2.4.1.80]	glycosyltransferase family 21 protein	1	F:transferase activity		N	20	33	16	10	16	12	15	35
gene_6334	8.36223022155851	0.111452319472975	469	SGT1 and CS domain containing protein	Grosmannia clavigera	Ophiostoma piceae	K12795	SUGT1, SGT1; suppressor of G2 allele of SKP1	sgt1 and cs domain containing protein	0	-		N	24	4	26	4	12	0	16	10
gene_6335	0.250825675699374	0.58654989141727	306	Calcineurin-like phosphoesterase	Colletotrichum higginsianum	Ophiostoma piceae			ser thr protein phosphatase	1	F:hydrolase activity		N	3	0	0	0	0	0	0	0
gene_6336	8.58930179072857	1.84402601445481	626	tRNA-splicing endonuclease subunit	Grosmannia clavigera	Ophiostoma piceae	K15322	TSEN2; tRNA-splicing endonuclease subunit Sen2 [EC:3.1.27.9]	trna-splicing endonuclease subunit	8	F:nucleic acid binding; P:tRNA splicing, via endonucleolytic cleavage and ligation; F:hydrolase activity; F:tRNA-intron endonuclease activity; P:nucleic acid phosphodiester bond hydrolysis; F:endonuclease activity; F:nuclease activity; P:tRNA processing		N	35	16	32	8	4	0	12	0
gene_6337	11.8339336382608	1.17848806200359	955	Zinc finger protein C1039.05c	Colletotrichum fioriniae	Ophiostoma piceae			zinc c2h2 type domain containing protein	1	F:binding	-	N	30	52	14	12	4	0	18	12
gene_6338	33.0097875818833	0.491622322745891	652	Glycyl-tRNA synthetase	Cordyceps militaris	Sporothrix schenckii	K01880	GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]	glycyl-trna synthetase 1	4	P:glycyl-tRNA aminoacylation; F:ATP binding; C:cytoplasm; F:glycine-tRNA ligase activity	EC:6.1.1.14	N	66	82	62	33	31	2	52	33
gene_6339	10.4262105928484	-0.675404699802621	400	Rhamnogalacturonan acetylesterase rhgT	Grosmannia clavigera	Ophiostoma piceae			gdsl-like lipase	1	F:nuclease activity	-	N	15	20	14	4	14	2	24	10
gene_634	12.2797789073085	-0.141703106571615	224	Methionine-R-sulfoxide reductase SelR	Exophiala dermatitidis	Ophiostoma piceae	K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	methionine-r-sulfoxide reductase	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	EC:1.8.4.0	N	20	8	24	14	14	2	14	18
gene_6340	7.15208253545348	-0.25502654159102	737	Dipeptidyl peptidase family member 6	Grosmannia clavigera	Ophiostoma piceae			peptidase s9 prolyl oligopeptidase active site-containing protein	4	P:proteolysis; F:serine-type peptidase activity; F:metallocarboxypeptidase activity; F:zinc ion binding		N	4	24	8	6	14	0	8	14
gene_6341	18.7073860550275	-0.792777855901878	757	Lanosterol synthase	Grosmannia clavigera	Ophiostoma piceae	K01852	E5.4.99.7, LSS, ERG7; lanosterol synthase [EC:5.4.99.7]	lanosterol synthase	2	F:intramolecular transferase activity; P:metabolic process	-	N	8	33	49	8	27	4	46	13
gene_6342	1.07091642154142	1.01898323178476	280	Alpha-galactosidase A	Metarhizium anisopliae	Ophiostoma piceae			alpha-galactosidase a	7	F:transferase activity, transferring phosphorus-containing groups; F:ATP binding; F:protein kinase activity; P:protein phosphorylation; P:lipopolysaccharide core region biosynthetic process; P:metabolic process; F:catalytic activity		N	0	0	4	4	0	0	2	0
gene_6343	6.31162075704082	0.576720273147025	540	Putative uncharacterized protein	Myceliophthora thermophila	Ophiostoma piceae			hypothetical protein MYCTH_2306178	2	P:transmembrane transport; F:transmembrane transporter activity	-	N	6	10	20	10	4	0	6	13
gene_6344	5.95876477893092	-0.00534296642106489	272	Alkaline ceramidase 3 (Alkaline phytoceramidase)	Podospora anserina	Podospora anserina			alkaline ceramidase family protein	3	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; C:integral to membrane; P:ceramide metabolic process		N	10	6	14	6	5	0	6	17
gene_6345	1.3748894087286	0.102232548679748	331	Meiotic recombination protein rec12	Myceliophthora thermophila	Ophiostoma piceae	K10878	SPO11; meiotic recombination protein SPO11	type iib dna topoisomerase	6	P:DNA metabolic process; C:chromosome; F:ATP binding; F:catalytic activity; F:DNA binding; F:isomerase activity		N	4	1	6	0	0	0	0	6
gene_6346	667.467757344525	6.39488296467627	410	Alkaline proteinase	Trichoderma virens	Ophiostoma piceae	K14645	K14645; serine protease [EC:3.4.21.-]	alkaline proteinase	5	C:extracellular region; P:negative regulation of catalytic activity; P:proteolysis; F:identical protein binding; F:serine-type endopeptidase activity	EC:3.4.21.0	Y	2289	754	2675	1653	19	0	28	23
gene_6347	0	0	130	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_6348	5.66210696667668	1.19189861728342	1 254	Vegetative incompatibility protein Het-X	Coniosporium apollinis	Coniosporium apollinis			protein	0	-		N	18	16	18	4	4	0	2	8
gene_6349	1.17920343329946	1.12746401315148	340	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_8138	2	P:metabolic process; F:catalytic activity		N	0	0	0	6	0	0	2	0
gene_635	48.9351898847939	1.77024776477748	268	GDSL-like Lipase/Acylhydrolase	Colletotrichum sublineola	Ophiostoma piceae			rhamnogalacturonan acetylesterase	2	F:rhamnogalacturonan acetylesterase activity; P:pectin catabolic process	-	Y	27	538	46	6	6	6	30	25
gene_6350	0	0	313	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_6351	2.57003102344848	-0.338118754626074	254	Ankyrin repeat-containing protein YAR1	Thielavia terrestris	Ophiostoma piceae	K06867	Unclassified; Poorly Characterized	related to ankyrin repeat-containing yar1	1	F:molecular_function		N	6	4	6	0	6	0	6	2
gene_6352	16.443565986387	0.710631879842565	718	Gamma-butyrobetaine hydroxylase	Grosmannia clavigera	Ophiostoma piceae			gamma-butyrobetaine dioxygenase	7	P:oxidation-reduction process; F:oxidoreductase activity; P:ascospore formation; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; P:conidium formation; P:pathogenesis; C:cellular_component		N	22	47	51	17	14	0	27	18
gene_6353	1.50704778760505	0.915752022742412	594	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2562	0	-		Y	0	6	8	2	0	0	4	0
gene_6354	0	0	443	Vegetative incompatibility protein Het-X	Bipolaris maydis	Bipolaris maydis			heterokaryon incompatibility protein	5	F:ATP binding; F:protein kinase activity; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups; F:protein serine/threonine kinase activity		N	0	0	0	0	0	0	0	0
gene_6355	0	0	635	Serine/threonine-protein kinase PEPKR2 (Protein PHOSPHOENOLPYRUVATE CARBOXYLASE-RELATED KINASE 2)	Colletotrichum gloeosporioides	Colletotrichum gloeosporioides			heterokaryon incompatibility protein	7	F:ATP binding; F:protein kinase activity; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups; F:protein serine/threonine kinase activity; F:kinase activity; P:phosphorylation		N	0	0	0	0	0	0	0	0
gene_6356	5.93756984032002	0.889616387395712	444	Putative 8-amino-7-oxononanoate synthase (L-alanine-pimeloyl-CoA ligase)	Pseudogymnoascus destructans	Ophiostoma piceae	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	8-amino-7-oxononanoate synthase	1	F:catalytic activity	-	N	24	24	10	0	2	0	2	14
gene_6357	7.08386967643477	0.505093590722754	798	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Pseudogymnoascus destructans	Ophiostoma piceae	K00833	bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	onanonoxo-7-onima-8-eninoihtemlysoneda	2	F:binding; F:transferase activity		N	12	30	2	8	8	0	4	14
gene_6357.1	0	0	960	Conserved hypothetical protein	Fusarium fujikuroi	Ophiostoma piceae				0	-		N	0	0	0	0	0	0	0	0
gene_6358	48.2938147073234	0.530306965430326	574	General amino acid permease AGP2	Grosmannia clavigera	Ophiostoma piceae	K16261	YAT; yeast amino acid transporter	amino acid permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	127	77	115	42	55	4	40	58
gene_6359	18.3873483453824	1.12132404196976	568	AAT family amino acid transporter	Capronia coronata	Ophiostoma piceae	K16261	YAT; yeast amino acid transporter	general amino acid permease agp2	2	C:membrane; P:transmembrane transport	-	N	44	25	53	28	24	0	6	20
gene_636	10.8570011637892	1.04361976974569	384	HBS1-like protein	Sordaria macrospora	Ophiostoma piceae	K14416	HBS1; elongation factor 1 alpha-like protein	translation elongation factor ef-1	3	P:GTP catabolic process; F:GTPase activity; F:GTP binding	-	N	17	63	26	5	3	0	21	10
gene_6360	190.58052610327	1.00487667821734	536	Arginine permease 	Togninia minima	Ophiostoma piceae			amino acid	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	542	131	696	213	316	4	92	125
gene_6361	7.30815262575611	-0.402926775727778	383	Alpha-N-arabinofuranosidase 2 (Arabinosidase II)	Ophiocordyceps sinensis	Ophiostoma piceae			alpha-l-arabinofuranosidase ii	2	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process		N	8	16	20	2	20	0	8	10
gene_6362	9.98373111148553	-1.30288038279475	613	Alpha-glucosides permease MPH2/3	Verticillium dahliae	Ophiostoma piceae			maltose permease mal31	3	P:transport; C:membrane; F:transmembrane transporter activity	-	N	8	24	10	0	12	5	10	10
gene_6363	0.571750024290171	1.09996844985216	207	Putative uncharacterized protein	Colletotrichum orbiculare	Ophiostoma piceae			hypothetical protein NECHADRAFT_72825	0	-		N	0	4	0	2	0	0	0	0
gene_6364	13.9723859424238	0.351861807650276	529	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae	K08994	yneE; putative membrane protein	hypothetical protein THITE_2039728	1	P:mycelium development	-	N	27	20	26	18	14	4	0	12
gene_6365	16.7541833719065	-0.0100965431054096	820	Guanine nucleotide exchange factor	Colletotrichum orbiculare	Ophiostoma piceae			guanine nucleotide exchange factor	0	-		N	30	38	34	10	20	0	37	24
gene_6366	6.76042551324515	-1.14759570868805	144	Glutathione-dependent formaldehyde-activating GFA	Methyloferula stellata	Ophiostoma piceae			glutathione-dependent formaldehyde-activating protein	2	F:carbon-sulfur lyase activity; P:metabolic process		N	12	4	12	0	4	0	10	32
gene_6367	1.69012593831615	-0.0652716536214347	534	Riboflavin transporter MCH5	Fusarium oxysporum	Ophiostoma piceae			major facilitator superfamily transporter	5	C:integral to membrane; P:transmembrane transport; F:molecular_function; P:biological_process; C:cellular_component		N	4	8	0	0	0	0	6	3
gene_6368	7.05675477299602	1.60504193315246	510	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	8	52	8	8	6	0	6	2
gene_6369	13.7907428507571	0.688929431213972	481	Trichothecene 3-O-acetyltransferase, putative	Pleurotus ostreatus	Ophiostoma piceae			trichothecene 3-o-acetyltransferase	1	F:transferase activity	-	N	32	38	42	8	30	0	12	4
gene_637	4.97023166940403	0.392912156752095	300	Translation elongation factor ef-1	Pestalotiopsis fici	Ophiostoma piceae			elongation factor tu gtp binding domain-containing protein	6	P:translational elongation; F:GTP binding; F:translation elongation factor activity; F:GTPase activity; P:GTP catabolic process; F:nucleotide binding		N	7	18	13	3	4	0	8	8
gene_6370	0	0	147	Putative uncharacterized protein	Nectria haematococca	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_6371	7.70676701488959	-0.130555065885335	212	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			gnat family family	2	F:N-acetyltransferase activity; F:transferase activity		N	2	34	20	2	8	2	12	4
gene_6372	5.57624105292761	1.00605745865909	280	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_10306	1	P:mycelium development	-	N	6	14	10	12	2	0	4	10
gene_6373	18.1742535350915	-1.47031170404723	245	Bifunctional transcriptional activator/DNA repair enzyme Ada (Regulatory protein of adaptative response)	Grosmannia clavigera	Ophiostoma piceae	K13530	adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]	dna repair and transcription factor	2	F:binding; P:metabolic process	-	N	14	6	25	10	42	0	13	68
gene_6374	0	0	101	Putative uncharacterized protein	Fusarium oxysporum	Fusarium oxysporum			predicted protein	0	-		N	0	0	0	0	0	0	0	0
gene_6375	0.798786628823219	-1.37716443708055	217	Putative uncharacterized protein	Nectria haematococca	Ophiostoma piceae			hypothetical protein NECHADRAFT_69778	2	F:nutrient reservoir activity; F:transferase activity, transferring phosphorus-containing groups		N	0	0	0	0	0	0	4	4
gene_6376	7.51578357364113	-1.72482162762753	492	Thiol-specific monooxygenase (Flavin-dependent monooxygenase)	Grosmannia clavigera	Ophiostoma piceae			fad dependent oxidoreductase	2	F:monooxygenase activity; F:coenzyme binding	-	N	4	8	0	4	38	0	4	10
gene_6377	7.9860344894457	1.14956289510419	843	Alpha-ketoglutarate-dependent sulfonate dioxygenase	Grosmannia clavigera	Ophiostoma piceae			alpha-ketoglutarate-dependent sulfonate dioxygenase	3	P:oxidation-reduction process; F:oxidoreductase activity; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen		N	20	6	24	14	6	0	10	6
gene_6378	50.9196572382261	0.489838150753701	674	Serine/threonine-protein kinase cot-1 (Colonial temperature-sensitive 1)	Grosmannia clavigera	Ophiostoma piceae	K08286	E2.7.11.-; protein-serine/threonine kinase [EC:2.7.11.-]	agc ndr protein kinase	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	101	134	126	38	36	8	48	57
gene_6379	16.8280310820436	-0.626778937083754	592	Chromatin structure-remodeling complex subunit rsc7 (Remodel the structure of chromatin complex subunit7)	Myceliophthora thermophila	Ophiostoma piceae	K11761	NPL6, RSC7; chromatin structure-remodeling complex protein RSC7	chromatin structure-remodeling complex protein rsc7	0	-		N	20	14	27	15	20	4	23	25
gene_638	6.59298351511157	-0.53200078882507	651	Ribosome biogenesis protein ENP2 (Essential nuclear protein 2)	Fusarium oxysporum	Ophiostoma piceae	K14788	NOL10, ENP2; ribosome biogenesis protein ENP2	wd repeat-containing protein	1	C:nucleus	-	N	11	16	10	1	18	0	8	10
gene_6380	16.634138236699	-1.55212754820894	374	Cyclin-like protein	Grosmannia clavigera	Ophiostoma piceae			cyclin-like protein	2	F:protein kinase binding; P:regulation of cyclin-dependent protein kinase activity		N	10	20	23	4	8	7	33	30
gene_6381	2.33168679763294	0.992288467487467	249	Protein FAM192A (NEFA-interacting nuclear protein NIP30)	Fusarium fujikuroi	Ophiostoma piceae			nefa-interacting nuclear protein nip30	0	-		N	2	0	4	8	0	0	2	4
gene_6382	10.3376984432421	0.520066406508679	462	Mitochondrial import inner membrane translocase subunit tim-54	Fusarium verticillioides	Ophiostoma piceae			mitochondrial import inner membrane translocase subunit tim-54	0	-		N	22	17	6	18	10	0	18	12
gene_6383	0	0	82	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_6384	100.323327659793	0.104521499756024	589	Uncharacterized transporter C3H1.06c	Nectria haematococca	Ophiostoma piceae			mfs general substrate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	38	616	123	30	32	12	209	148
