Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
gene_7826	0	0	673	GTPase-activating protein gyp1	Colletotrichum gloeosporioides	Ophiostoma piceae			gtpase-activating protein gyp1	1	P:regulation of Rab GTPase activity	-	N	0	0	0	0	0	0	0	0
gene_7827	6.60164605019767	0.700074581176063	1 027	ORP1 protein	Glarea lozoyensis	Ophiostoma piceae			orp1 like protein	0	-		N	2	5	8	2	3	4	2	3
gene_7828	44.7709512678082	-0.612188968168126	647	Cytochrome P450 (CYP534F2)	Colletotrichum gloeosporioides	Ophiostoma piceae			cytochrome p450	2	F:oxidoreductase activity; F:binding	-	Y	37	30	21	92	43	34	20	37
gene_7829	0.303695504032807	-0.684720916430889	339	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6066	3	F:molecular_function; P:biological_process; C:cellular_component		N	0	0	0	0	0	0	2	0
gene_783	6.43224526669846	-1.20042943176555	377	RNA-binding protein rnc1 (RNA-binding protein that suppresses calcineurin deletion 1)	Grosmannia clavigera	Ophiostoma piceae			kh domain-containing protein	1	F:RNA binding	-	N	12	10	0	12	0	2	24	8
gene_7830	0	0	352	Urease accessory protein UreF	Grosmannia clavigera	Ophiostoma piceae	K03188	ureF; urease accessory protein	urease accessory protein	2	P:nitrogen compound metabolic process; F:nickel cation binding		N	0	0	0	0	0	0	0	0
gene_7831	4.19540055352867	1.41630220571874	371	Ribosome-interacting GTPase 2 (GTP-binding protein RBG2)	Metarhizium robertsii	Sporothrix schenckii	K06944	Unclassified; Poorly Characterized	gtp-binding protein 1	1	F:GTP binding	-	N	8	10	2	32	2	0	0	4
gene_7832	0	0	99	Spo12-like protein	Grosmannia clavigera	Ophiostoma piceae			spo12-like protein	0	-		N	0	0	0	0	0	0	0	0
gene_7833	6.13235298618427	0.77410340601053	458	Acyl-CoA dehydrogenase family member 10	Nectria haematococca	Ophiostoma piceae	K11729	ACAD10; acyl-CoA dehydrogenase family member 10	acyl- dehydrogenase family member 11	3	F:flavin adenine dinucleotide binding; P:oxidation-reduction process; F:acyl-CoA dehydrogenase activity	EC:1.3.99.3	N	0	22	5	16	2	3	2	7
gene_7834	0.315885914482849	-0.70643933902918	1 087	Ubiquitin c-terminal hydrolase	Grosmannia clavigera	Ophiostoma piceae			ubiquitin c-terminal hydrolase	4	F:hydrolase activity; F:ubiquitin thiolesterase activity; P:ubiquitin-dependent protein catabolic process; C:cellular_component		N	0	0	0	0	1	0	0	0
gene_7835	1.87293414155513	-1.15950718024034	356	Mitochondrial import receptor subunit tom-40	Grosmannia clavigera	Ophiostoma piceae	K11518	TOM40; mitochondrial import receptor subunit TOM40	mitochondrial import receptor subunit tom-40	4	F:voltage-gated anion channel activity; P:transmembrane transport; P:regulation of anion transport; C:mitochondrial outer membrane	-	N	0	4	0	5	2	0	0	12
gene_7836	0.309353000426015	0.694840978457705	589	Fructose-2,6-bisphosphatase	Grosmannia clavigera	Ophiostoma piceae	K01103	PFKFB; 6-phosphofructo-2-kinase / fructose-2,6-bisphosphatase [EC:2.7.1.105 3.1.3.46]	6-phosphofructo-2-kinase fructose- 6-bisphosphate 2-phosphatase	6	P:fructose metabolic process; F:fructose-2,6-bisphosphate 2-phosphatase activity; F:6-phosphofructo-2-kinase activity; P:phosphorylation; P:fructose 2,6-bisphosphate metabolic process; F:ATP binding	EC:3.1.3.46; EC:2.7.1.105	N	2	4	0	0	0	0	0	0
gene_7837	0.133965892724244	0.342477130775086	517	Peroxisomal-coenzyme A synthetase	Grosmannia clavigera	Ophiostoma piceae			peroxisomal-coenzyme a synthetase	2	F:catalytic activity; P:metabolic process	-	N	2	0	0	0	0	0	0	0
gene_7838	0	0	524	DNA-damage-repair/toleration protein DRT111, chloroplastic	Magnaporthe oryzae	Ophiostoma piceae	K12840	RBM17, SPF45; splicing factor 45	g-patch dna repair protein	4	F:nucleic acid binding; F:nucleotide binding; P:cell-matrix adhesion; C:cytoskeleton		N	0	0	0	0	0	0	0	0
gene_7839	12.144176201379	-0.400638665865474	404	GPI-anchored cell wall organization protein ecm33	Grosmannia clavigera	Ophiostoma piceae			gpi-anchored cell wall organization protein ecm33	0	-		Y	21	42	0	45	0	21	10	8
gene_784	0	0	755	Serine/threonine-protein kinase ppk6	Grosmannia clavigera	Ophiostoma piceae			serine threonine-protein kinase ppk6	4	F:kinase activity; P:phosphorylation; P:translational initiation; F:translation initiation factor activity		N	0	0	0	0	0	0	0	0
gene_7840	0.255621547180249	0.595735747080933	419	DNA-3-methyladenine glycosylase	Grosmannia clavigera	Ophiostoma piceae	K01247	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	dna-3-methyladenine glycosylase	1	P:DNA repair	-	N	0	0	0	6	0	0	0	0
gene_7841	0.0426035911967082	0.117970501174246	404	Mannan polymerase II complex ANP1 subunit	Neurospora tetrasperma	Sporothrix schenckii			anp1 protein	1	F:transferase activity	-	N	0	0	0	1	0	0	0	0
gene_7842	7.05677842040938	-0.0709295847150873	124	Cytochrome b-c1 complex subunit 7 (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	Grosmannia clavigera	Ophiostoma piceae	K00417	QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7	ubiquinol-cytochrome c reductase-like protein	5	P:mitochondrial respiratory chain complex III assembly; F:ubiquinol-cytochrome-c reductase activity; C:mitochondrial respiratory chain complex III; P:mitochondrial electron transport, ubiquinol to cytochrome c; P:aerobic respiration	EC:1.10.2.2	N	14	13	2	23	0	8	6	12
gene_7843	0	0	115	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae	K09780	K09780; hypothetical protein	dimeric alpha-beta barrel	2	F:zinc ion binding; C:intracellular		N	0	0	0	0	0	0	0	0
gene_7844	1.76718548357127	-1.07767991989186	441	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein THITE_2109099	2	C:nucleus; C:cytosol	-	N	2	0	0	6	0	4	2	2
gene_7845	49.2992730852376	-0.350749049535657	108	60S acidic ribosomal protein P1 (Allergen Alt a XII)	Gaeumannomyces graminis	Ophiostoma piceae	K02942	RP-LP1, RPLP1; large subunit ribosomal protein LP1	60s acidic ribosomal protein p1	3	C:ribosome; F:structural constituent of ribosome; P:translational elongation	-	N	105	124	9	115	19	30	43	115
gene_7846	0.0852071823934164	0.227019381253042	327	UBX domain protein	Grosmannia clavigera	Ophiostoma piceae			dna-binding protein	2	F:zinc ion binding; C:intracellular	-	N	0	0	0	2	0	0	0	0
gene_7847	0	0	294	Vesicle-associated membrane protein-associated protein C16G5.05c (VAMP-associated protein C16G5.05c)	Grosmannia clavigera	Ophiostoma piceae	K06096	VAPA; vesicle-associated membrane protein-associated protein A	msp domain-containing protein	1	P:mycelium development	-	N	0	0	0	0	0	0	0	0
gene_7848	0.410057993599174	0.258121280611317	549	Nuclear envelope morphology protein 1	Grosmannia clavigera	Ophiostoma piceae	K17617	CTDNEP1, DULLARD, NEM1; CTD nuclear envelope phosphatase 1 [EC:3.1.3.16]	nuclear envelope morphology protein 1	2	F:phosphatase activity; P:dephosphorylation	EC:3.1.3.0	N	4	0	0	0	0	0	0	2
gene_7848.1	75.3084620449229	0.536995267039063	149	DUF1761 domain-containing protein	Grosmannia clavigera	Ophiostoma piceae				0	-		N	59	217	48	202	30	16	24	194
gene_7849	1.83077302569844	-0.178507879499594	282	H/ACA ribonucleoprotein complex subunit 2 (H/ACA snoRNP protein NHP2)	Grosmannia clavigera	Ophiostoma piceae	K11129	NHP2, NOLA2; H/ACA ribonucleoprotein complex subunit 2	h aca ribonucleoprotein complex subunit 2	4	F:nucleic acid binding; C:ribonucleoprotein complex; P:ribosome biogenesis; F:molecular_function		N	6	0	0	10	0	4	0	1
gene_785	0	0	927	TBC1 domain family member 5	Magnaporthe oryzae	Sporothrix schenckii	K18469	TBC1D5; TBC1 domain family member 5	wd repeat domain-containing protein	7	P:regulation of Rab GTPase activity; F:molecular_function; P:positive regulation of Rab GTPase activity; P:biological_process; C:intracellular; C:cellular_component; F:Rab GTPase activator activity		N	0	0	0	0	0	0	0	0
gene_7850	9.96735066399057	-0.555497013740648	269	TATA-box-binding protein 2	Grosmannia clavigera	Sporothrix schenckii	K03120	TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein	tata-box binding protein	6	C:cytoplasm; P:translational initiation; F:DNA binding; P:DNA-dependent transcription, initiation; F:translation initiation factor activity; C:nucleus	-	N	8	28	2	29	2	0	14	46
gene_7851	19.241133933993	-0.0197723957142389	110	Cytochrome b-c1 complex subunit 8 (Ubiquinol-cytochrome c reductase complex 11 kDa protein)	Grosmannia clavigera	Grosmannia clavigera	K00418	QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8	ubiquinol-cytochrome-c oxidoreductase complex iii subunit 11kd protein of the family	4	P:cellular respiration; C:mitochondrial inner membrane; C:respiratory chain; P:electron transport chain	-	N	41	52	4	62	2	18	18	30
gene_7852	3.96243441269673	1.16056504842992	274	Prohibitin complex subunit	Grosmannia clavigera	Ophiostoma piceae			prohibitin complex subunit	1	C:membrane	-	N	27	10	0	16	0	0	4	6
gene_7853	0.430224174280536	-0.0719648470324774	695	RNA exonuclease 3	Grosmannia clavigera	Ophiostoma piceae	K14570	REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	rna exonuclease	3	F:nucleic acid binding; F:exonuclease activity; C:intracellular		N	1	2	0	1	0	1	0	0
gene_7854	0	0	506	DUF676 domain containing protein, hydrolase-like protein	Grosmannia clavigera	Ophiostoma piceae			duf676 domain containing hydrolase-like protein	1	F:hydrolase activity		N	0	0	0	0	0	0	0	0
gene_7855	0.303695504032807	-0.684720916430889	503	Endonuclease III	Grosmannia clavigera	Ophiostoma piceae	K10773	NTH; endonuclease III [EC:4.2.99.18]	dna repair protein ntg1	3	P:base-excision repair; F:DNA binding; F:catalytic activity	-	N	0	0	0	0	0	0	2	0
gene_7856	3.45020017311969	0.640451964085437	72	AN1-type zinc finger protein YOR052C	Grosmannia clavigera	Sporothrix schenckii	K07059	Unclassified; Poorly Characterized	an1-type zinc finger protein	1	F:zinc ion binding	-	N	1	4	4	2	2	0	4	0
gene_7857	0	0	306	Pectate lyase B	Stachybotrys chartarum	Ophiostoma piceae	K01728	E4.2.2.2, pel; pectate lyase [EC:4.2.2.2]	pectate lyase b	1	F:catalytic activity	-	Y	0	0	0	0	0	0	0	0
gene_7858	265.097784033049	0.0758360399404868	382	Formaldehyde dehydrogenase	Grosmannia clavigera	Ophiostoma piceae	K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	s- glutathione dehydrogenase	4	F:nucleotide binding; F:S-(hydroxymethyl)glutathione dehydrogenase activity; F:zinc ion binding; P:ethanol oxidation	EC:1.1.1.284	N	317	519	148	525	186	117	166	251
gene_7859	1.03535129729943	-1.30058458022348	670	Metallothionein expression activator	Grosmannia clavigera	Sporothrix schenckii			c2h2 transcription factor	3	F:nucleic acid binding; C:intracellular; F:zinc ion binding	-	N	0	2	0	0	3	0	0	0
gene_786	0.46588816574164	-0.949928063045303	548	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7553	0	-		N	0	0	0	0	0	2	0	0
gene_7860	0	0	609	M protein repeat protein	Grosmannia clavigera	Ophiostoma piceae			m protein repeat protein	0	-		N	0	0	0	0	0	0	0	0
gene_7861	0	0	217	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6122	0	-		N	0	0	0	0	0	0	0	0
gene_7862	41.3251008210291	-0.152157797030922	685	Transketolase	Grosmannia clavigera	Ophiostoma piceae	K00615	E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]	transketolase	2	P:metabolic process; F:transketolase activity	EC:2.2.1.1	N	47	160	5	165	15	24	30	97
gene_7863	1.0864386100539	-1.07872100084212	405	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			ylr063wp-like protein	0	-		N	0	0	0	4	2	0	0	4
gene_7864	24.1609859161318	-0.105852308445002	1 076	Phosphoinositide phosphatase	Grosmannia clavigera	Ophiostoma piceae			sca1-like protein	1	F:phosphoric ester hydrolase activity		N	22	5	19	23	22	10	14	16
gene_7865	9.13888437217583	0.36100207625239	162	Vacuolar ATP synthase proteolipid subunit	Grosmannia clavigera	Ophiostoma piceae	K02155	ATPeVPL, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit [EC:3.6.3.14]	v-type proton atpase proteolipid subunit	5	P:ATP hydrolysis coupled proton transport; C:proton-transporting V-type ATPase, V0 domain; C:vacuolar membrane; F:hydrogen ion transmembrane transporter activity; C:integral to membrane	-	N	16	24	4	28	4	0	12	12
gene_7866	1.79534098379005	-0.996019473442269	587	C-24 sterol reductase	Thielavia terrestris	Ophiostoma piceae	K00223	ERG4; delta24(24(1))-sterol reductase [EC:1.3.1.71]	delta(24(24 ))-sterol reductase	3	F:oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; C:membrane; P:oxidation-reduction process	EC:1.3.1.0	N	0	6	0	4	2	0	2	6
gene_7867	0.941730049815532	1.52780105899546	353	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			glycosyltransferase family 31 protein	3	F:transferase activity; C:membrane; F:transferase activity, transferring glycosyl groups		N	0	0	2	0	0	0	0	0
gene_7868	2.42730515740833	-0.0888458091839681	1 030	DNA repair protein RAD9	Grosmannia clavigera	Ophiostoma piceae	K06661	RAD9; DNA repair protein RAD9	dna damage repair protein	0	-		N	2	0	2	2	0	0	6	5
gene_7869	0.931776331483281	-1.51780613599385	560	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2868	0	-		N	0	0	0	0	0	4	0	0
gene_787	0.255621547180249	0.595735747080933	739	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7275	2	P:biological_process; C:cellular_component		N	0	0	0	6	0	0	0	0
gene_7870	15.4946742775715	0.53204823790844	597	V-type ATP synthase alpha chain	Grosmannia clavigera	Ophiostoma piceae	K02145	ATPeVA, ATP6A1; V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	vacuolar atp synthase catalytic subunit a	9	P:ATP metabolic process; C:fungal-type vacuole membrane; P:cellular protein metabolic process; F:hydrogen ion transporting ATP synthase activity, rotational mechanism; F:ATP binding; P:vacuolar acidification; F:proton-transporting ATPase activity, rotational mechanism; P:ATP hydrolysis coupled proton transport; C:proton-transporting V-type ATPase, V1 domain	-	N	45	82	0	62	6	0	16	27
gene_7871	0.071063104075343	-0.191722081359754	691	Muramidase-2 (Lysozyme)	Pestalotiopsis fici	Pestalotiopsis fici			domain-containing protein	1	P:cell wall macromolecule catabolic process		Y	0	0	0	0	0	0	0	1
gene_7872	0.817164120137282	0.334580497394664	288	Putative uncharacterized protein	Thielavia terrestris	Thielavia terrestris			hypothetical protein THITE_2095935	0	-		N	0	0	1	1	0	0	2	0
gene_7873	0	0	93	Agglutinin isolectin 2 (Isolectin D)	Pestalotiopsis fici	Pestalotiopsis fici			bacteriodes thetaiotaomicron symbiotic chitinase	3	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:metabolic process; F:binding	EC:3.2.1.0	N	0	0	0	0	0	0	0	0
gene_7874	0	0	294	Putative endochitinase (GH18 family fragment)	Pestalotiopsis fici	Pestalotiopsis fici			chitinase a1	3	F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:binding; P:catabolic process	EC:3.2.1.0	N	0	0	0	0	0	0	0	0
gene_7875	0	0	635	Putative chitinase (GH18 family fragment)	Pestalotiopsis fici	Pestalotiopsis fici			chitinase a1	10	F:chitinase activity; F:hydrolase activity; F:chitin binding; P:carbohydrate metabolic process; F:catalytic activity; C:cellular_component; F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:metabolic process; P:chitin catabolic process; F:hydrolase activity, acting on glycosyl bonds		N	0	0	0	0	0	0	0	0
gene_7875.1	0	0	671	Putative chitinase (GH18 family fragment)	Pestalotiopsis fici	Pestalotiopsis fici			chitinase a1	1	F:catalytic activity		N	0	0	0	0	0	0	0	0
gene_7876	5.40316546167496	1.71518512667824	283	Cell wall protein SED1 (Glycoprotein GP260)	Togninia minima	Ophiostoma piceae			lpxtg-domain-containing protein cell wall anchor domain	1	F:binding	-	Y	12	10	6	8	0	0	0	14
gene_7878	0	0	183	DNAse 1 protein	Grosmannia clavigera	Ophiostoma piceae			dnase1 protein	0	-		N	0	0	0	0	0	0	0	0
gene_7879	0.066982946362122	0.18137724774258	1 312	Vacuolar protein sorting-associated protein 54	Colletotrichum graminicola	Ophiostoma piceae			vps54-domain-containing protein	1	P:retrograde transport, endosome to Golgi		N	1	0	0	0	0	0	0	0
gene_7880	3.93915088913841	-2.66450295626543	746	DNA replication licensing factor mcm5 (Minichromosome maintenance protein 5)	Grosmannia clavigera	Ophiostoma piceae	K02209	MCM5, CDC46; minichromosome maintenance protein 5 (cell division control protein 46)	dna replication licensing factor mcm5	5	P:DNA-dependent DNA replication initiation; F:DNA binding; F:ATP binding; F:nucleoside-triphosphatase activity; C:nucleus	EC:3.6.1.15	N	0	2	0	2	10	0	4	0
gene_7881	946.452243258383	-0.0313042886973563	605	AMP-dependent synthetase/ligase	Togninia minima	Ophiostoma piceae			amp-dependent synthetase ligase	1	F:catalytic activity	-	N	751	879	682	1364	734	555	501	579
gene_7882	0	0	303	Nuclear pore complex protein	Grosmannia clavigera	Ophiostoma piceae			nuclear pore complex component	0	-		N	0	0	0	0	0	0	0	0
gene_7883	1.46449249701776	-1.33109623763144	927	Hid-1 family protein C17A5.16 (Down-regulated in multiple cancers 1 homolog 3)	Grosmannia clavigera	Ophiostoma piceae			high-temperature-induced dauer-formation protein	0	-		N	3	0	0	0	4	0	0	0
gene_7884	0.0852071823934164	0.227019381253042	253	Microsomal signal peptidase subunit	Grosmannia clavigera	Ophiostoma piceae	K12948	SPCS3, SPC3; signal peptidase complex subunit 3 [EC:3.4.-.-]	microsomal signal peptidase subunit	4	F:peptidase activity; P:signal peptide processing; C:integral to membrane; C:signal peptidase complex	-	N	0	0	0	2	0	0	0	0
gene_7885	8.39163491164542	1.21356692396855	664	Viral A-type inclusion protein	Grosmannia clavigera	Ophiostoma piceae			viral a-type inclusion protein	6	F:DNA binding; F:molecular_function; C:cellular_component; F:methyltransferase activity; P:RNA methylation; P:methylation		N	11	18	9	7	5	2	0	4
gene_7886	0.0852071823934164	0.227019381253042	374	Ribosomal RNA large subunit methyltransferase E	Colletotrichum gloeosporioides	Ophiostoma piceae	K15508	MRM2; 21S rRNA (uridine2791-2'-O)-methyltransferase [EC:2.1.1.168]	cell division cycle protein	6	F:methyltransferase activity; P:RNA methylation; P:cell division; P:methylation; F:DNA binding; F:transferase activity		N	0	0	0	2	0	0	0	0
gene_7887	0	0	1 242	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			dna rna helicase	1	F:nucleic acid binding	-	N	0	0	0	0	0	0	0	0
gene_7888	0.071063104075343	-0.191722081359754	767	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1728	5	F:ATP binding; F:DNA binding; P:mycelium development; F:molecular_function; C:cellular_component		N	0	0	0	0	0	0	0	1
