Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_7765	0.0848041903813476	0.226025553989736	176	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	1	0	0	0	0	0	0	0
gene_7766	4.48562377679762	0.772342656716138	1 039	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2054	1	F:microtubule binding		N	15	19	6	2	1	7	0	0
gene_7767	4.40625080079	-0.963121712883642	500	MFS monocarboxylate transporter, putative	Metarhizium anisopliae	Ophiostoma piceae			mfs monocarboxylate transporter	1	F:binding	-	N	3	2	2	6	0	0	8	20
gene_7768	4.89215908494889	-2.20184373567377	1 679	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1941	0	-		N	5	0	2	0	1	0	4	40
gene_7769	3.9164028982913	-1.30837887039511	189	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	8	2	2	0	4	0	1	12
gene_777	11.7288222610952	-1.12555061148712	435	Pyruvate dehydrogenase	Myceliophthora thermophila	Ophiostoma piceae			filamentation protein	2	P:metabolic process; F:transferase activity, transferring acyl groups		N	8	22	19	3	10	2	8	22
gene_7770	9.31332755460422	0.0960232850288694	378	DNA damage checkpoint control protein rad1	Grosmannia clavigera	Ophiostoma piceae	K02830	HRAD1, RAD17; cell cycle checkpoint protein [EC:3.1.11.2]	dna repair exonuclease rad1	3	F:damaged DNA binding; C:nucleus; P:DNA repair	-	N	11	28	0	17	0	16	6	12
gene_7771	5.4884048252113	-1.05636885354546	79	Putative uncharacterized protein	Podospora anserina	Podospora anserina			dna repair protein	3	F:damaged DNA binding; C:nucleus; P:DNA repair	-	N	15	1	0	2	0	8	10	10
gene_7772	9.00903605912095	-0.833042875099191	485	Histone acetyltransferase GCN5	Grosmannia clavigera	Ophiostoma piceae	K06062	PCAF, KAT2, GCN5; histone acetyltransferase [EC:2.3.1.48]	histone acetyltransferase gcn5	9	C:SAGA complex; C:SLIK (SAGA-like) complex; F:H3 histone acetyltransferase activity; P:regulation of transcription by chromatin organization; C:chromosome, centromeric region; P:histone H3 acetylation; F:histone acetyl-lysine binding; P:positive regulation of transcription elongation from RNA polymerase II promoter; C:Ada2/Gcn5/Ada3 transcription activator complex	-	N	8	11	11	8	2	16	2	28
gene_7773	1.50067408345529	-1.20636490911931	403	Putative uncharacterized protein	Colletotrichum graminicola	Ophiostoma piceae			hypothetical protein GLRG_00569	0	-		N	0	0	4	0	0	0	0	16
gene_7774	26.494187079714	-0.806628187527942	749	Nipped-B-like protein B	Colletotrichum graminicola	Sporothrix schenckii			hydroxyproline-rich glycoprotein dz-hrgp	0	-		N	26	41	40	18	24	6	2	57
gene_7775	1.10682588966685	-1.03030743763836	241	Putative uncharacterized protein	Penicillium rubens	Ophiostoma piceae			Pc18g03210	2	F:N-acetyltransferase activity; F:transferase activity		N	1	2	0	0	0	0	4	2
gene_7776	67.4004487527499	1.05992022012136	174	60S ribosomal protein L20-B (L18a)	Grosmannia clavigera	Ophiostoma piceae	K02882	RP-L18Ae, RPL18A; large subunit ribosomal protein L18Ae	60s ribosomal protein l20	4	C:ribosome; P:mycelium development; F:structural constituent of ribosome; P:translation		N	149	204	183	74	7	20	56	61
gene_7777	2.2228647972999	-0.798458280177007	455	COP9 signalosome complex subunit 12	Grosmannia clavigera	Ophiostoma piceae			cop9 signalosome complex subunit 12	2	F:molecular_function; P:biological_process		N	0	9	3	0	0	2	0	16
gene_7778	4.91473519631921	2.35023142260195	277	Putative uncharacterized protein	Myceliophthora thermophila	Ophiostoma piceae			hypothetical protein MYCTH_2089975	0	-		N	13	21	17	8	1	0	0	0
gene_7779	7.63472375065335	0.346812420935641	440	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6159	0	-		N	16	8	31	4	3	2	1	18
gene_778	0.667676467031729	0.626509899540303	1 140	Fungal specific transcription factor domain-containing protein	Colletotrichum fioriniae	Ophiostoma piceae			fungal specific transcription factor domain-containing protein	1	P:transcription, DNA-dependent	-	N	0	0	8	0	0	0	0	2
gene_7780	9.80307358103783	1.62867664561123	440	Amino acid permease	Grosmannia clavigera	Ophiostoma piceae			amino acid permease	0	-		N	25	34	58	0	0	0	8	8
gene_7781	1.10823972515603	1.68548247151447	579	Dityrosine transporter 1	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	6	4	6	0	0	0	0	0
gene_7782	13.6458991962903	-0.431453753262781	893	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5983	0	-		N	15	38	29	4	0	32	6	25
gene_7783	11.3101098893259	-1.79961569630805	798	Urease accessory protein UreF	Grosmannia clavigera	Ophiostoma piceae			urease accessory protein	2	P:nitrogen compound metabolic process; F:nickel cation binding		N	12	5	15	0	7	29	0	18
gene_7784	71.0075044027499	-1.59177187483491	1 725	Serine/threonine-protein kinase GCN2	Grosmannia clavigera	Ophiostoma piceae	K16196	EIF2AK4; eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1]	serine threonine-protein kinase gcn2	6	P:regulation of translational initiation; P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity; F:tRNA binding; F:protein homodimerization activity	EC:2.7.11.0	N	77	39	63	34	10	4	236	45
gene_7785	63.8381661759315	0.275242342885795	124	60S ribosomal protein L22	Grosmannia clavigera	Ophiostoma piceae	K02891	RP-L22e, RPL22; large subunit ribosomal protein L22e	60s ribosomal protein l22	4	C:ribosome; P:mycelium development; F:structural constituent of ribosome; P:translation	-	N	118	142	135	62	17	24	49	102
gene_7786	131.324257570772	0.373447282159306	57	Plasma membrane proteolipid 3	Coccidioides immitis	Coccidioides immitis			plasma membrane proteolipid 3	2	C:plasma membrane; C:integral to membrane	-	N	173	406	259	150	11	111	139	114
gene_7787	14.1324391465154	-0.771599065194868	423	GTP-binding protein	Grosmannia clavigera	Ophiostoma piceae	K06942	Unclassified; Poorly Characterized	gtp-binding protein	3	C:cytoplasm; F:hydrolase activity; F:GTP binding	-	N	5	47	18	7	7	14	11	20
gene_7788	8.99242118583681	1.29339779000005	552	SET domain-containing protein 8	Grosmannia clavigera	Ophiostoma piceae			set domain-containing protein	0	-		N	25	28	42	2	1	2	2	16
gene_7789	168.97822674291	-0.21176551747178	1 007	Transcriptional activator protein acu-15	Togninia minima	Ophiostoma piceae	K09240	CAT8; transcriptional regulatory protein CAT8	transcriptional activator protein acu-15	3	F:metal ion binding; P:transcription from RNA polymerase II promoter; P:regulation of transcription, DNA-dependent	-	N	343	292	222	137	30	206	154	210
gene_779	20.3158168927264	0.395436635737983	1 048	LPXTG-motif cell wall anchor domain containing protein	Grosmannia clavigera	Ophiostoma piceae			lpxtg-motif cell wall anchor domain containing protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	38	57	37	21	0	20	14	39
gene_7794	4.25811747643437	-0.912281482617007	353	Glycerophosphoryl diester phosphodiesterase family protein	Grosmannia clavigera	Ophiostoma piceae	K01126	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	glycerophosphoryl diester phosphodiesterase	5	P:lipid metabolic process; F:phosphoric diester hydrolase activity; F:glycerophosphodiester phosphodiesterase activity; P:glycerol metabolic process; C:cellular_component		N	8	12	0	0	2	6	0	14
gene_7795	3.83232022218126	2.32989731634767	274	Glycosylphosphatidylinositol anchor biosynthesis protein 11	Grosmannia clavigera	Ophiostoma piceae	K05287	PIGF; phosphatidylinositol glycan, class F [EC:2.7.-.-]	glycosylphosphatidylinositol anchor biosynthesis protein 11	1	C:membrane	-	N	15	8	11	8	0	2	0	0
gene_7796	2.69328010295196	2.67503910643634	264	Translin-1 (Meiotically up-regulated gene 90 protein)	Grosmannia clavigera	Ophiostoma piceae			recombination hotspot-binding protein	2	F:sequence-specific DNA binding; P:pathogenesis	-	N	14	18	4	2	0	0	0	0
gene_7797	6.61271201214328	0.461066671811903	224	Putative uncharacterized protein	Neurospora tetrasperma	Ophiostoma piceae			hypothetical protein NEUTE1DRAFT_77282	0	-		N	17	14	18	4	3	4	2	4
gene_7798	1.48951078341591	-0.0768267391203829	331	Mitochondrial substrate carrier family protein L	Fusarium oxysporum	Ophiostoma piceae	K15109	SLC25A20_29, CACT, CACL, CRC1; solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29	mitochondrial carrier protein	5	C:endoplasmic reticulum membrane; F:transferase activity, transferring glycosyl groups; P:GPI anchor biosynthetic process; P:transmembrane transport; C:integral to membrane	-	N	0	8	0	2	0	0	0	10
gene_7799	5.79642140593116	0.0945424712753221	336	Galactinol synthase 1	Grosmannia clavigera	Ophiostoma piceae			glycosyl transferase	4	C:integral to membrane; P:mycelium development; P:transport; F:transferase activity, transferring glycosyl groups	-	N	12	8	20	2	0	4	7	11
gene_78	36.6568048294372	1.13705585234671	470	Sun domain containing protein	Grosmannia clavigera	Ophiostoma piceae			septation protein sun4	1	P:mycelium development	-	Y	95	52	148	36	12	18	8	18
gene_7800	422.508751645742	-0.850389232122731	2 466	Autophagy regulatory protein	Grosmannia clavigera	Ophiostoma piceae			autophagy regulatory protein	4	P:autophagy; C:late endosome; P:protein transport; P:transport		N	1002	175	371	231	346	268	263	245
gene_7801	7.7694652878545	0.251756019518929	604	Probable polyamine oxidase 4 (AtPAO4)	Gaeumannomyces graminis	Ophiostoma piceae	K13367	FMS1, AtPAO3; non-specific polyamine oxidase [EC:1.5.3.17]	flavin containing amine oxidoreductase	2	P:oxidation-reduction process; F:oxidoreductase activity		N	21	21	8	6	4	0	2	16
gene_7802	4.32774725925125	-0.0142372448474124	537	Major facilitator superfamily domain-containing protein 1	Eutypa lata	Ophiostoma piceae			hypothetical protein NECHADRAFT_44418	2	P:transmembrane transport; C:integral to membrane	-	N	9	12	5	3	1	0	9	0
gene_7803	0.169608380762695	0.421389489764805	148	Putative uncharacterized protein	Fusarium fujikuroi	Ophiostoma piceae			hypothetical protein NECHADRAFT_82244	4	P:oxidation-reduction process; F:oxidoreductase activity; C:integral to membrane; C:membrane		N	2	0	0	0	0	0	0	0
gene_7804	2.74855713630046	0.0852123702422716	450	Probable ferric reductase transmembrane component (Ferric-chelate reductase)	Colletotrichum higginsianum	Ophiostoma piceae			ferric reductase transmembrane component 5	4	P:oxidation-reduction process; F:oxidoreductase activity; C:integral to membrane; C:membrane		N	9	10	2	0	2	0	2	0
gene_7805	7.03387844904802	-0.35661859142447	809	Putative uncharacterized protein	Eutypa lata	Ophiostoma piceae			hypothetical protein FOXB_02602	1	F:ADP binding		N	7	19	11	5	1	9	7	11
gene_7806	21.5133966790839	0.236599277076574	1 030	Eukaryotic elongation factor 2 kinase (eEF-2 kinase)	Fusarium verticillioides	Ophiostoma piceae	K08292	E2.7.11.20; elongation factor 2 kinase [EC:2.7.11.20]	mhck ef2 kinase domain family protein protein	8	F:ATP binding; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups; F:protein serine/threonine kinase activity; F:kinase activity; P:phosphorylation; P:translational elongation; F:translation elongation factor activity		N	22	37	30	42	7	18	12	20
gene_7807	31.4889038360023	0.32829023267568	529	Acyl-dehydrogenase domain containing protein	Grosmannia clavigera	Ophiostoma piceae			acyl- dehydrogenase	5	F:heme binding; F:flavin adenine dinucleotide binding; F:metal ion binding; F:acyl-CoA dehydrogenase activity; P:oxidation-reduction process	EC:1.3.99.3	N	66	68	84	21	2	45	26	16
gene_7808	21.5138073954662	0.28331173918297	192	DNA-binding protein HEXBP (Hexamer-binding protein)	Grosmannia clavigera	Sporothrix schenckii	K09250	CNBP; cellular nucleic acid-binding protein	zinc knuckle domain-containing protein	2	F:zinc ion binding; F:nucleic acid binding	-	N	31	57	37	27	7	8	19	20
gene_7809	4.99187378233498	-0.458243583512132	829	DNA repair protein sae2/ctip	Grosmannia clavigera	Ophiostoma piceae			dna repair protein sae2 ctip	0	-		N	7	9	6	4	2	6	1	12
gene_781	45.0220104254145	0.261189235643316	1 065	Protein-tyrosine phosphatase	Grosmannia clavigera	Ophiostoma piceae	K11240	MSG5; tyrosine-protein phosphatase [EC:3.1.3.48]	dual specificity phosphatase	5	P:protein dephosphorylation; P:response to pheromone involved in conjugation with cellular fusion; F:protein tyrosine/serine/threonine phosphatase activity; P:regulation of signal transduction; C:intracellular part	-	N	68	149	59	50	12	36	26	57
gene_7810	15.3857090967565	0.276969492359153	1 079	Ubiquitin carboxyl-terminal hydrolase	Trichoderma reesei	Ophiostoma piceae	K11841	USP10, UBP3; ubiquitin carboxyl-terminal hydrolase 10 [EC:3.1.2.15]	ubiquitin c-terminal hydrolase	1	F:hydrolase activity	-	N	13	41	50	14	1	8	12	38
gene_7811	27.1351823490306	-0.469879781725734	1 260	Vitamin H transporter 1	Grosmannia clavigera	Ophiostoma piceae			vitamin h transporter 1	1	P:mycelium development	-	N	54	39	48	11	12	30	25	12
gene_7812	2.98267010295089	1.1712498781995	645	Siderochrome-iron transporter	Togninia minima	Ophiostoma piceae			siderochrome-iron transporter	2	C:integral to membrane; P:transmembrane transport		N	17	4	5	2	0	0	3	2
gene_7813	26.3417531623028	1.62738928218486	206	Secreted protein	Grosmannia clavigera	Grosmannia clavigera			bacterial-type extracellular deoxyribonuclease	0	-		Y	206	10	16	8	3	15	3	25
gene_7814	2.69891995985416	-0.262961489935497	410	Metal-dependent amidase/aminoacylase/carboxypeptidase	Aspergillus oryzae	Ophiostoma piceae			metal-dependent amidase aminoacylase carboxypeptidase	3	F:carboxypeptidase activity; F:hydrolase activity; P:metabolic process		N	3	12	0	2	0	0	8	0
gene_7815	47.0488483853891	-0.940109271565689	1 008	Hydantoinase/oxoprolinase	Byssochlamys spectabilis	Ophiostoma piceae			hydantoinase	1	F:hydrolase activity		N	98	12	48	28	34	41	36	27
gene_7816	2.03031054508678	-0.890431001434631	537	Vitamin H transporter 1 (H(+)/biotin symporter vht1)	Botrytis cinerea	Ophiostoma piceae			vitamin h transporter 1 biotin symporter vht1	2	P:transmembrane transport; C:integral to membrane	-	N	0	0	0	4	0	0	2	14
gene_7817	7.08646230079847	2.24952104746789	516	ER membrane protein	Grosmannia clavigera	Ophiostoma piceae			er membrane protein	0	-		Y	28	18	18	12	0	6	0	0
gene_7818	33.0903299674081	0.444093119685104	691	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6296	0	-		N	42	82	67	49	3	18	21	75
gene_7819	37.1688074867858	-0.722295575345511	1 674	Cytokinesis protein sepH (Serine/threonine-protein kinase sepH)	Grosmannia clavigera	Ophiostoma piceae	K00924	E2.7.1.-; unclassified signal transduction	ste ste11 cdc15 protein kinase	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	66	47	31	27	19	9	59	23
gene_782	11.1993240163494	-0.255142379543143	429	UDP-galactose transporter homolog 1	Grosmannia clavigera	Ophiostoma piceae	K15275	SLC35B1; solute carrier family 35 (UDP-galactose transporter), member B1	uaa transporter	3	P:transmembrane transport; P:carbohydrate transport; C:integral to membrane	-	N	18	26	18	7	10	2	6	0
gene_7820	4.17151393368711	-0.93809568174236	470	Dihydrofolate synthetase fol3	Grosmannia clavigera	Ophiostoma piceae	K01930	E6.3.2.17; folylpolyglutamate synthase [EC:6.3.2.17]	dihydrofolate synthetase fol3	1	P:biosynthetic process	-	N	0	8	0	6	0	1	3	28
gene_7821	7.38104013395598	0.338834249420976	306	DUF218 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf218 domain containing protein	2	F:molecular_function; P:biological_process		N	10	22	16	8	0	10	4	12
gene_7822	9.51533919975926	-0.212984622787284	375	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2106747	0	-		N	15	16	13	10	3	12	4	15
gene_7823	17.2226644950074	-0.400515629915417	316	Phytanoyl-dioxygenase family protein	Grosmannia clavigera	Ophiostoma piceae			phytanoyl- dioxygenase	1	F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	EC:1.13.11.0	N	19	40	10	21	0	11	24	47
gene_7825	17.0587664780796	-0.488923318908744	663	RNA recognition domain-containing protein	Colletotrichum sublineola	Sporothrix schenckii	K14411	MSI; RNA-binding protein Musashi	nuclear polyadenylated rna-binding protein	3	F:nucleic acid binding; C:ribonucleoprotein complex; F:nucleotide binding		N	14	32	29	16	9	12	8	32
gene_7826	7.5641130843498	0.579462330312138	673	GTPase-activating protein gyp1	Colletotrichum gloeosporioides	Ophiostoma piceae			gtpase-activating protein gyp1	1	P:regulation of Rab GTPase activity	-	N	14	20	26	5	2	2	4	12
gene_7827	30.5136492313959	-0.66424372653459	1 027	ORP1 protein	Glarea lozoyensis	Ophiostoma piceae			orp1 like protein	0	-		N	41	55	36	21	18	27	18	37
gene_7828	92.0022470592742	0.608908318467986	647	Cytochrome P450 (CYP534F2)	Colletotrichum gloeosporioides	Ophiostoma piceae			cytochrome p450	2	F:oxidoreductase activity; F:binding	-	Y	500	56	79	37	41	57	34	26
gene_7829	8.69724980615237	1.90269049904789	339	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6066	3	F:molecular_function; P:biological_process; C:cellular_component		N	32	38	22	7	0	0	2	15
gene_783	48.8845830692586	-0.420711838177834	377	RNA-binding protein rnc1 (RNA-binding protein that suppresses calcineurin deletion 1)	Grosmannia clavigera	Ophiostoma piceae			kh domain-containing protein	1	F:RNA binding	-	N	71	87	77	37	22	25	44	72
gene_7830	2.32881240925983	-0.0895359093308914	352	Urease accessory protein UreF	Grosmannia clavigera	Ophiostoma piceae	K03188	ureF; urease accessory protein	urease accessory protein	2	P:nitrogen compound metabolic process; F:nickel cation binding		N	6	6	0	2	0	2	4	2
